source.name,author,title,description,content,url
The Verge,Emma Roth,"AV1 is supposed to make streaming better, so why isn’t everyone using it?","When you jump into a video on YouTube or Netflix, a lot happens very quickly behind the scenes. Video data is rapidly downloaded to your device, which then has to unpack and normalize that information into a smooth, hiccup-free stream. The process of encoding…","Techs biggest players are all in on AV1, but competing codecs and technical limitations might be holding it back.
Techs biggest players are all in on AV1, but competing codecs and technical limitati… [+7174 chars]",https://www.theverge.com/tech/635020/av1-streaming-netflix-youtube-google-adoption
The Verge,Nilay Patel,Former DOJ antitrust chief says a Google break up will benefit the internet,"Today, we’re talking about the very real possibility that the United States government might break up Google. To figure that all out, I invited Jonathan Kanter, the former assistant attorney general for antitrust under the Biden administration, to join me on …","Former DOJ antitrust chief says a Google break up will benefit the internet
Jonathan Kanters team won two antitrust trials against Google for the DOJ. But the big question is what happens next. 
Fo… [+5820 chars]",https://www.theverge.com/decoder-podcast-with-nilay-patel/654243/jonathan-kanter-antitrust-google-ad-tech-monopoly-doj
The Verge,Allison Johnson,Google Pixel 9A review: a midrange phone done right,"The A-series Pixels have been very good over the past few years. And in the Pixel 9A, Google has taken a good midrange phone and made it great. Itâs $499, which feels just right for what you get in the 9A. Spend a bit more for the Pixel 9, and youâll get …","The A-series Pixels have been very good over the past few years. And in the Pixel 9A, Google has taken a good midrange phone and made it great.
Its $499, which feels just right for what you get in t… [+7508 chars]",https://www.theverge.com/phone-review/646135/google-pixel-9a-review-a-midrange-phone-done-right
The Verge,Kylie Robison,All of the updates about OpenAI,"What was once a humble research lab has transformed into one of the biggest consumer technology companies of all time. OpenAI, founded in 2015 to develop artificial general intelligence (AGI) — AI systems with human-level intelligence — has transformed dramat…","What was once a humble research lab has transformed into one of the biggest consumer technology companies of all time.
OpenAI, founded in 2015 to develop artificial general intelligence (AGI) AI sys… [+18212 chars]",https://www.theverge.com/news/640086/openai-chat-gpt-news-updates
The Verge,Kevin Nguyen,The 7 writing apps I used to start and finish my book,"Thereâs a famous two-decade-old Paris Review interview with Haruki Murakami in which he, one of the worldâs most celebrated novelists, details his daily routine. He wakes up at 4AM, works for five hours, goes for a run, reads, goes to bed, and then repeat…","The 7 writing apps I used to start and finish my book
Can you ever use too much software? Yes, but hear me out first.
The 7 writing apps I used to start and finish my book
Can you ever use too muc… [+12312 chars]",https://www.theverge.com/apps/642131/7-writing-apps-book-scrivener-bear-iawriter
The Verge,Tom Warren,How Microsoft made it through 50 years,"In 2005, Microsoftâs leaders were starting to get worried. Windows and Office were doing well, but the companyâs lead software architect, Ray Ozzie, warned them that an emerging trend threatened Microsoft’s very existence. “A new business model has emerge…","How Microsoft made it through 50 years
The model built by Bill Gates and Paul Allen remains decades later. Whats changed is how Microsoft responds to a flop.
How Microsoft made it through 50 years… [+11195 chars]",https://www.theverge.com/microsoft/643246/microsoft-50-business-model-cloud-ai
The Verge,David Pierce,YouTube is everything and everything is YouTube,"Looking back, the original idea behind YouTube seems almost quaint. The mythic founding story goes like this: in January of 2005, two PayPal employees, Chad Hurley and Steve Chen, were at a party. People were taking photos and videos on their digital cameras.…","20 years in, YouTube is a dominant entertainment force. Now its coming for just about every way you spend your time.
Looking back, the original idea behind YouTube seems almost quaint. The mythic fo… [+15855 chars]",https://www.theverge.com/youtube/654240/youtube-future-creators-ai-music-content
The Verge,Nilay Patel,Fired FTC commissioners on fighting for their jobs back,"Today, we have something special for you: A few days ago, I hosted a panel with FTC commissioners Rebecca Slaughter and Alvaro Bedoya at the IAPP Global Privacy Summit in Washington, DC. We recorded the discussion, and we’re bringing it to you today. That’s a…","Fired FTC commissioners on fighting for their jobs back
Alvaro Bedoya and Rebecca Slaughter want to take their fight to the Supreme Court, and they think they can win.
Fired FTC commissioners on fi… [+45090 chars]",https://www.theverge.com/decoder-podcast-with-nilay-patel/657115/ftc-bedoya-slaughter-trump-fired-supreme-court-interview
The Verge,Nilay Patel,Verizon’s consumer chief: Net neutrality ‘went literally nowhere’,"Today, I’m talking with Verizon consumer CEO Sowmyanarayan Sampath, who goes by “Sampath.” As CEO of Verizon’s consumer division, Sampath oversees the biggest part of the business: Verizon Wireless, which has more than 115 million wireless connections, and Fi…","Verizons consumer chief: Net neutrality went literally nowhere
Sowmyanarayan Sampath on the 5G race with China and the challenges of standing up to the Trump administration.
Verizons consumer chief… [+67605 chars]",https://www.theverge.com/decoder-podcast-with-nilay-patel/652470/verizon-consumer-sowmyanarayan-sampath-net-neutrality-5g-china
Gizmodo.com,Kyle Barr,"The Next iPhone Could Be Pricier, Tariffs or Not","Apple may eat some cost of Trump's tariffs, but the iPhone maker has every reason to raise prices in 2025.","If youve been waiting on the iPhone 17 for your upgrade, you may want to consider todays iPhone 16 first, especially if your wallet is feeling light lately. Tech is going to get more expensive becaus… [+3061 chars]",https://gizmodo.com/the-next-iphone-could-be-pricier-tariffs-or-not-2000585907
